author,bookformat,desc,genre,img,isbn,pages,rating,reviews,title,totalratings
Cassandra Clare,Hardcover,"Also see: Alternate Cover Editions for this ISBN [ACE] , ,
  ,ACE #1,
,Clary Fray just wishes that her life would go back to normal. But what's normal when you're a demon-slaying Shadowhunter, your mother is in a magically induced coma, and you can suddenly see Downworlders like werewolves, vampires, and faeries? If Clary left the world of the Shadowhunters behind, it would mean more time with her best friend, Simon, who's becoming more than a friend. But the Shadowhunting world isn't ready to let her go â€” especially her handsome, infuriating, newfound brother, Jace. And Clary's only chance to help her mother is to track down rogue Shadowhunter Valentine, who is probably insane, certainly evil â€” and also her father.,To complicate matters, someone in New York City is murdering Downworlder children. Is Valentine behind the killings â€” and if he is, what is he trying to do? When the second of the Mortal Instruments, the Soul-Sword, is stolen, the terrifying Inquisitor arrives to investigate and zooms right in on Jace. How can Clary stop Valentine if Jace is willing to betray everything he believes in to help their father?,In this breathtaking sequel to ,City of Bones,, Cassandra Clare lures her readers back into the dark grip of New York City's Downworld, where love is never safe and power becomes the deadliest temptation.","Fantasy,Young Adult,Fantasy,Paranormal,Romance,Fantasy,Urban Fantasy,Paranormal,Vampires,Fiction,Fantasy,Supernatural,Paranormal,Angels,Fantasy,Magic",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730356l/1582996._SY475_.jpg,1416914293,453,4.15,30710,City of Ashes,798067
E.L. James,Paperback,"Daunted by the singular sexual tastes and dark secrets of the beautiful, tormented young entrepreneur Christian Grey, Anastasia Steele has broken off their relationship to start a new career with a Seattle publishing house. But desire for Christian still dominates her every waking thought, and when he proposes a new arrangement, Anastasia cannot resist. They rekindle their searing sensual affair, and Anastasia learns more about the harrowing past of her damaged, driven, and demanding Fifty Shades. While Christian wrestles with his inner demons, Anastasia must confront her anger and envy of the women who came before her and make the most important decision of her life. Erotic, sparkling and suspenseful, ,Fifty Shades Darker, is the irresistibly addictive second part of the Fifty Shades trilogy.","Romance,Adult Fiction,Erotica,Fiction,Erotica,BDSM,Adult,Contemporary,Romance,Contemporary Romance,Womens Fiction,Chick Lit,Romance,Erotic Romance,Adult Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358266080l/11857408.jpg,1612130585,532,3.84,29361,Fifty Shades Darker,779074
"William Shakespeare,Harold Bloom,Rex Gibson",Paperback,"Among Shakespeare's plays, ""Hamlet"" is considered by many his masterpiece. Among actors, the role of Hamlet, Prince of Denmark, is considered the jewel in the crown of a triumphant theatrical career. Now Kenneth Branagh plays the leading role and co-directs a brillant ensemble performance. Three generations of legendary leading actors, many of whom first assembled for the Oscar-winning film ""Henry V"", gather here to perform the rarely heard complete version of the play. This clear, subtly nuanced, stunning dramatization, presented by The Renaissance Theatre Company in association with ""Bbc"" Broadcasting, features such luminaries as Sir John Gielgud, Derek Jacobi, Emma Thompson and Christopher Ravenscroft. It combines a full cast with stirring music and sound effects to bring this magnificent Shakespearen classic vividly to life. Revealing new riches with each listening, this production of ""Hamlet"" is an invaluable aid for students, teachers and all true lovers of Shakespeare - a recording to be treasured for decades to come.","Classics,Plays,Fiction,Drama,Academic,School,Literature,Plays,Theatre,Academic,Read For School,Young Adult,High School,Poetry",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351051208l/1420.jpg,521618746,289,4.03,13892,Hamlet,769262
Joseph Heller,Paperback,"Fifty years after its original publication, Catch-22 remains a cornerstone of American literature and one of the funniestâ€”and most celebratedâ€”books of all time. In recent years it has been named to â€œbest novelsâ€ lists by Time, Newsweek, the Modern Library, and the London Observer.,Set in Italy during World War II, this is the story of the incomparable, malingering bombardier, Yossarian, a hero who is furious because thousands of people he has never met are trying to kill him. But his real problem is not the enemyâ€”it is his own army, which keeps increasing the number of missions the men must fly to complete their service. Yet if Yossarian makes any attempt to excuse himself from the perilous missions heâ€™s assigned, heâ€™ll be in violation of Catch-22, a hilariously sinister bureaucratic rule: a man is considered insane if he willingly continues to fly dangerous combat missions, but if he makes a formal request to be removed from duty, he is proven sane and therefore ineligible to be relieved.,This fiftieth-anniversary edition commemorates Joseph Hellerâ€™s masterpiece with a new introduction by Christopher Buckley; a wealth of critical essays and reviews by Norman Mailer, Alfred Kazin, Anthony Burgess, and others; rare papers and photos from Joseph Hellerâ€™s personal archive; and much more. Here, at last, is the definitive edition of a classic of world literature.","Classics,Fiction,Historical,Historical Fiction,War,Humor,Literature,Novels,Unfinished,Literature,American,Historical",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463157317l/168668.jpg,684833395,453,3.98,19156,Catch-22,749345
"Steven D. Levitt,Stephen J. Dubner",Hardcover,"Which is more dangerous, a gun or a swimming pool? What do schoolteachers and sumo wrestlers have in common? Why do drug dealers still live with their moms? How much do parents really matter? What kind of impact did Roe v. Wade have on violent crime? Freakonomics will literally redefine the way we view the modern world.,These may not sound like typical questions for an economist to ask. But Steven D. Levitt is not a typical economist. He is a much heralded scholar who studies the stuff and riddles of everyday life -- from cheating and crime to sports and child rearing -- and whose conclusions regularly turn the conventional wisdom on its head. He usually begins with a mountain of data and a simple, unasked question. Some of these questions concern life-and-death issues; others have an admittedly freakish quality. Thus the new field of study contained in this book: freakonomics.,Through forceful storytelling and wry insight, Levitt and co-author Stephen J. Dubner show that economics is, at root, the study of incentives -- how people get what they want, or need, especially when other people want or need the same thing. In Freakonomics, they set out to explore the hidden side of ... well, everything. The inner workings of a crack gang. The truth about real-estate agents. The myths of campaign finance. The telltale marks of a cheating schoolteacher. The secrets of the Ku Klux Klan.,What unites all these stories is a belief that the modern world, despite a surfeit of obfuscation, complication, and downright deceit, is not impenetrable, is not unknowable, and -- if the right questions are asked -- is even more intriguing than we think. All it takes is a new way of looking. Steven Levitt, through devilishly clever and clear-eyed thinking, shows how to see through all the clutter.,Freakonomics establishes this unconventional premise: If morality represents how we would like the world to work, then economics represents how it actually does work. It is true that readers of this book will be armed with enough riddles and stories to last a thousand cocktail parties. But Freakonomics can provide more than that. It will literally redefine the way we view the modern world.,(front flap)","Nonfiction,Economics,Business,Science,Psychology,Sociology,Economics,Finance,Politics,Audiobook,Social Science",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550917827l/1202._SX318_.jpg,61234001,268,3.98,16888,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,747428
E.L. James,Paperback,"When unworldly student Anastasia Steele first encountered the driven and dazzling young entrepreneur Christian Grey it sparked a sensual affair that changed both of their lives irrevocably. Shocked, intrigued, and, ultimately, repelled by Christianâ€™s singular erotic tastes, Ana demands a deeper commitment. Determined to keep her, Christian agrees.,Now, Ana and Christian have it allâ€”love, passion, intimacy, wealth, and a world of possibilities for their future.Â But Ana knows that loving her Fifty Shades will not be easy, and that being together will pose challenges that neither of them would anticipate.Â Ana must somehow learn to share Christianâ€™s opulent lifestyle without sacrificing her own identity. And Christian must overcome his compulsion to control as he wrestles with the demons of a tormented past.,Just when it seems that their strength together will eclipse any obstacle, misfortune, malice, and fate conspire to make Anaâ€™s deepest fears turn to reality.,This book is intended for mature audiences.","Romance,Adult Fiction,Erotica,Fiction,Erotica,BDSM,Adult,Contemporary,Romance,Contemporary Romance,Womens Fiction,Chick Lit,Romance,Erotic Romance,Adult Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336418837l/13536860.jpg,345803507,579,3.85,26559,Fifty Shades Freed,744885
"Nathaniel Hawthorne,Thomas E. Connolly,Nina Baym",Paperback,"Set in 17th-century Puritan Boston, Massachusetts, during the years 1642 to 1649, it tells the story of Hester Prynne, who conceives a daughter through an affair and will not reveal her loverâ€™s identity. The scarlet letter A (for adultery) she has to wear on her clothes, along with her public shaming, is her punishment for her sin and her secrecy. She struggles to create a new life of repentance and dignity. Throughout the book, Hawthorne explores themes of legalism, sin, and guilt.","Classics,Fiction,Historical,Historical Fiction,Academic,School,Literature,Young Adult,High School,Academic,Read For School,Historical,Classics,Classic Literature,Novels",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404810944l/12296.jpg,142437263,279,3.42,15360,The Scarlet Letter,733658
Cheryl Strayed,Hardcover,"An alternate cover for this ISBN can be found ,here,.,At twenty-two, Cheryl Strayed thought she had lost everything. In the wake of her motherâ€™s death, her family scattered and her own marriage was soon destroyed. Four years later, with nothing more to lose, she made the most impulsive decision of her life. With no experience or training, driven only by blind will, she would hike more than a thousand miles of the Pacific Crest Trail from the Mojave Desert through California and Oregon to Washington State â€” and she would do it alone.,Told with suspense and style, sparkling with warmth and humor, ,Wild, powerfully captures the terrors and pleasures of one young woman forging ahead against all odds on a journey that maddened, strengthened, and ultimately healed her.","Nonfiction,Autobiography,Memoir,Travel,Biography,Adventure,Audiobook,Biography Memoir,Biography,Autobiography,Environment,Nature,Book Club",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453189881l/12262741._SY475_.jpg,307592731,315,4.02,41590,Wild: From Lost to Found on the Pacific Crest Trail,657406
"Stephen King,Bernie Wrightson",Hardcover,This is the way the world ends: with a nanosecond of computer error in a Defense Department laboratory and a million casual contacts that form the links in a chain letter of death. And here is the bleak new world of the day after: a world stripped of its institutions and emptied of 99 percent of its people. A world in which a handful of panicky survivors choose sides -- or are chosen.,"Horror,Fiction,Fantasy,Science Fiction,Apocalyptic,Post Apocalyptic,Thriller,Science Fiction,Dystopia,Science Fiction,Apocalyptic,Audiobook,Classics",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1213131305l/149267.jpg,385199570,1152,4.34,22736,The Stand,652033
George R.R. Martin,Mass Market Paperback,"Crows will fight over a dead man's flesh, and kill each other for his eyes,.,Bloodthirsty, treacherous and cunning, the Lannisters are in power on the Iron Throne in the name of the boy-king Tommen. The war in the Seven Kingdoms has burned itself out, but in its bitter aftermath new conflicts spark to life.,The Martells of Dorne and the Starks of Winterfell seek vengeance for their dead. Euron Crow's Eye, as black a pirate as ever raised a sail, returns from the smoking ruins of Valyria to claim the Iron Isles. From the icy north, where Others threaten the Wall, apprentice Maester Samwell Tarly brings a mysterious babe in arms to the Citadel.,Against a backdrop of incest and fratricide, alchemy and murder, victory will go to the men and women possessed of the coldest steel and the coldest hearts.","Fantasy,Fiction,Fantasy,Epic Fantasy,Science Fiction Fantasy,Fantasy,High Fantasy,Adult,Adventure,Fantasy,Dragons,Audiobook,Epic",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429538615l/13497.jpg,055358202X,1061,4.14,22145,A Feast for Crows,651517
Sarah J. Maas,Hardcover,"Feyre's survival rests upon her ability to hunt and kill â€“ the forest where she lives is a cold, bleak place in the long winter months. So when she spots a deer in the forest being pursued by a wolf, she cannot resist fighting it for the flesh. But to do so, she must kill the predator and killing something so precious comes at a price ...,Dragged to a magical kingdom for the murder of a faerie, Feyre discovers that her captor, his face obscured by a jewelled mask, is hiding far more than his piercing green eyes would suggest. Feyre's presence at the court is closely guarded, and as she begins to learn why, her feelings for him turn from hostility to passion and the faerie lands become an even more dangerous place. Feyre must fight to break an ancient curse, or she will lose him forever.","Fantasy,Romance,Young Adult,New Adult,Fiction,Retellings,Fairies,Fae,Fantasy,Magic,Young Adult,Young Adult Fantasy,Fantasy,Paranormal",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546406962l/16096824._SY475_.jpg,1619634449,419,4.2,57123,A Court of Thorns and Roses,622138
Kim Edwards,Paperback,"On a winter night in 1964, Dr. David Henry is forced by a blizzard to deliver his own twins. His son, born first, is perfectly healthy. Yet when his daughter is born, he sees immediately that she has Down's Syndrome. Rationalizing it as a need to protect Norah, his wife, he makes a split-second decision that will alter all of their lives forever. He asks his nurse to take the baby away to an institution and never to reveal the secret. But Caroline, the nurse, cannot leave the infant. Instead, she disappears into another city to raise the child herself. So begins this story that unfolds over a quarter of a century - in which these two families, ignorant of each other, are yet bound by the fateful decision made that long-ago winter night. Norah Henry, who knows only that her daughter died at birth, remains inconsolable; her grief weighs heavily on their marriage. And Paul, their son, raises himself as best he can, in a house grown cold with mourning. Meanwhile, Phoebe, the lost daughter, grows from a sunny child to a vibrant young woman whose mother loves her as fiercely as if she were her own.","Fiction,Contemporary,Adult Fiction,Adult,Historical,Historical Fiction,Book Club,Drama,Womens Fiction,Chick Lit,Novels,Family",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552112312l/10441._SY475_.jpg,143037145,401,3.68,19550,The Memory Keeper's Daughter,572392
Truman Capote,Paperback,"On November 15, 1959, in the small town of Holcomb, Kansas, four members of the Clutter family were savagely murdered by blasts from a shotgun held a few inches from their faces. There was no apparent motive for the crime, and there were almost no clues. ,As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the killers, he generates both mesmerizing suspense and astonishing empathy. At the center of his study are the amoral young killers Perry Smith and Dick Hickcock, who, vividly drawn by Capote, are shown to be reprehensible yet entirely and frighteningly human. ,In Cold Blood, is a seminal work of modern prose, a remarkable synthesis of journalistic skill and powerfully evocative narrative.","Nonfiction,Classics,Crime,True Crime,Mystery,Crime,Mystery,History,Thriller,Literature,Literature,American,Biography",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424931136l/168642.jpg,679745580,343,4.06,17804,In Cold Blood,563370
"Stephen King,Sissy Spacek",Mass Market Paperback,"A modern classic, Carrie introduced a distinctive new voice in American fiction -- Stephen King. The story of misunderstood high school girl Carrie White, her extraordinary telekinetic powers, and her violent rampage of revenge, remains one of the most barrier-breaking and shocking novels of all time.,Make a date with terror and live the nightmare that is...Carrie,--back cover","Horror,Fiction,Thriller,Fantasy,Fantasy,Paranormal,Classics,Fantasy,Supernatural,Adult,Novels,Audiobook",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166254258l/10592._SY475_.jpg,1416524304,253,3.97,15532,Carrie,552654
"C.S. Lewis,Pauline Baynes",Paperback,"Librarian note:, An alternate cover for this edition can be found here: ,2005,.,Journeys to the end of the world, fantastic creatures, and epic battles between good and evilâ€”what more could any reader ask for in one book? The book that has it all is ,The Lion, the Witch and the Wardrobe,, written in 1949 by Clive Staples Lewis. But Lewis did not stop there. Six more books followed, and together they became known as ,The Chronicles of Narnia.,For the past fifty years, ,The Chronicles of Narnia, have transcended the fantasy genre to become part of the canon of classic literature. Each of the seven books is a masterpiece, drawing the reader into a land where magic meets reality, and the result is a fictional world whose scope has fascinated generations.,This edition presents all seven booksâ€”unabridgedâ€”in one impressive volume. The books are presented here in chronlogical order, each chapter graced with an illustration by the original artist, Pauline Baynes. Deceptively simple and direct, ,The Chronicles of Narnia, continue to captivate fans with adventures, characters, and truths that speak to readers of all ages, even fifty years after they were first published.","Fantasy,Classics,Fiction,Young Adult,Childrens,Christian,Adventure,Childrens,Middle Grade,Science Fiction Fantasy,Christian Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1449868701l/11127._SY475_.jpg,66238501,767,4.26,10752,The Chronicles of Narnia,550280
Stephen King,Paperback,"Alternate cover editions ,here, and ,here,.,Paul Sheldon. He's a bestselling novelist who has finally met his biggest fan. Her name is Annie Wilkes and she is more than a rabid reader - she is Paul's nurse, tending his shattered body after an automobile accident. But she is also his captor, keeping him prisoner in her isolated house.","Horror,Fiction,Thriller,Suspense,Mystery,Adult,Novels,Thriller,Mystery Thriller,Mystery,Crime,Audiobook",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554220401l/10614.jpg,450417395,370,4.18,14320,Misery,532544
Rebecca Wells,Paperback,"When Siddalee Walker, oldest daughter of Vivi Abbott Walker, Ya-Ya extraordinaire, is interviewed in the New York Times about a hit play she's directed, her mother gets described as a ""tap-dancing child abuser."" Enraged, Vivi disowns Sidda. Devastated, Sidda begs forgiveness, and postpones her upcoming wedding. All looks bleak until the Ya-Yas step in and convince Vivi to send Sidda a scrapbook of their girlhood mementos, called ""Divine Secrets of the Ya-Ya Sisterhood."" As Sidda struggles to analyze her mother, she comes face to face with the tangled beauty of imperfect love, and the fact that forgiveness, more than understanding, is often what the heart longs for.","Fiction,Womens Fiction,Chick Lit,Contemporary,Adult Fiction,American,Southern,Adult,Historical,Historical Fiction,Novels,Humor,Womens",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408313524l/137791.jpg,006075995X,383,3.83,4409,Divine Secrets of the Ya-Ya Sisterhood,530259
"Neil Gaiman,Dave McKean",Paperback,"The day after they moved in, Coraline went exploring....,In Coraline's family's new flat are twenty-one windows and fourteen doors. Thirteen of the doors open and close. ,The fourteenth is locked, and on the other side is only a brick wall, until the day Coraline unlocks the door to find a passage to another flat in another house just like her own. ,Only it's different. ,At first, things seem marvelous in the other flat. The food is better. The toy box is filled with wind-up angels that flutter around the bedroom, books whose pictures writhe and crawl and shimmer, little dinosaur skulls that chatter their teeth. But there's another mother, and another father, and they want Coraline to stay with them and be their little girl. They want to change her and never let her go. ,Other children are trapped there as well, lost souls behind the mirrors. Coraline is their only hope of rescue. She will have to fight with all her wits and all the tools she can find if she is to save the lost children, her ordinary life, and herself. ,Critically acclaimed and award-winning author Neil Gaiman will delight readers with his first novel for all ages.","Fantasy,Horror,Fiction,Young Adult,Childrens,Childrens,Middle Grade,Audiobook,Fantasy,Paranormal,Adventure,Fantasy,Supernatural",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493497435l/17061._SY475_.jpg,61139378,162,4.05,23008,Coraline,524411
Neil Gaiman,Hardcover,"Sussex, England. A middle-aged man returns to his childhood home to attend a funeral. Although the house he lived in is long gone, he is drawn to the farm at the end of the road, where, when he was seven, he encountered a most remarkable girl, Lettie Hempstock, and her mother and grandmother. He hasn't thought of Lettie in decades, and yet as he sits by the pond (a pond that she'd claimed was an ocean) behind the ramshackle old farmhouse, the unremembered past comes flooding back. And it is a past too strange, too frightening, too dangerous to have happened to anyone, let alone a small boy.,Forty years earlier, a man committed suicide in a stolen car at this farm at the end of the road. Like a fuse on a firework, his death lit a touchpaper and resonated in unimaginable ways. The darkness was unleashed, something scary and thoroughly incomprehensible to a little boy. And Lettieâ€”magical, comforting, wise beyond her yearsâ€”promised to protect him, no matter what.,A groundbreaking work from a master, ,The Ocean at the End of the Lane, is told with a rare understanding of all that makes us human, and shows the power of stories to reveal and shelter us from the darkness inside and out. It is a stirring, terrifying, and elegiac fable as delicate as a butterfly's wing and as menacing as a knife in the dark.","Fantasy,Fiction,Magical Realism,Horror,Audiobook,Young Adult,Adult,Science Fiction Fantasy,Adult Fiction,Fantasy,Paranormal",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497098563l/15783514._SY475_.jpg,62255657,181,4.0,49718,The Ocean at the End of the Lane,510149
Robert Galbraith,Hardcover,"After losing his leg to a land mine in Afghanistan, Cormoran Strike is barely scraping by as a private investigator. Then John Bristow walks through his door with an amazing story: His sister, the legendary supermodel Lula Landry, famously fell to her death a few months earlier. The police ruled it a suicide, but John refuses to believe that. The case plunges Strike into the world of multimillionaire beauties, rock-star boyfriends, and desperate designers, and it introduces him to every variety of pleasure, enticement, seduction, and delusion known to man.","Mystery,Fiction,Mystery,Crime,Thriller,Thriller,Mystery Thriller,Audiobook,Adult,Contemporary,Mystery,Detective,Adult Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540217136l/16160797.jpg,316206849,456,3.87,34127,The Cuckoo's Calling,508999
Maria Semple,Hardcover,"Bernadette Fox has vanished.,When her daughter Bee claims a family trip to Antarctica as a reward for perfect grades, Bernadette, a fiercely intelligent shut-in, throws herself into preparations for the trip. But worn down by years of trying to live the Seattle life she never wanted, Ms. Fox is on the brink of a meltdown. And after a school fundraiser goes disastrously awry at her hands, she disappears, leaving her family to pick up the pieces--which is exactly what Bee does, weaving together an elaborate web of emails, invoices, and school memos that reveals a secret past Bernadette has been hiding for decades. ,Where'd You Go Bernadette, is an ingenious and unabashedly entertaining novel about a family coming to terms with who they are and the power of a daughter's love for her mother.","Fiction,Humor,Contemporary,Mystery,Audiobook,Womens Fiction,Chick Lit,Adult,Adult Fiction,Book Club,Novels",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338822317l/13526165.jpg,316204277,330,3.89,44211,"Where'd You Go, Bernadette",505337
"Herman Melville,Andrew Delbanco,Tom Quirk,Rockwell Kent",Paperback,"""It is the horrible texture of a fabric that should be woven of ships' cables and hawsers. A Polar wind blows through it, and birds of prey hover over it."", ,So Melville wrote of his masterpiece, one of the greatest works of imagination in literary history. In part, ,Moby-Dick, is the story of an eerily compelling madman pursuing an unholy war against a creature as vast and dangerous and unknowable as the sea itself. But more than just a novel of adventure, more than an encyclopaedia of whaling lore and legend, the book can be seen as part of its author's lifelong meditation on America. Written with wonderfully redemptive humour, ,Moby-Dick, is also a profound inquiry into character, faith, and the nature of perception.,This edition of ,Moby-Dick,, which reproduces the definitive text of the novel, includes invaluable explanatory notes, along with maps, illustrations, and a glossary of nautical terms.","Classics,Fiction,Literature,Adventure,Novels,Historical,Historical Fiction,Literature,American,Literature,19th Century,Classics,Classic Literature,Audiobook",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327940656l/153747.jpg,142437247,654,3.51,16785,"Moby-Dick or, the Whale",493984
Dan Brown,Hardcover,"Harvard professor of symbology Robert Langdon awakens in an Italian hospital, disoriented and with no recollection of the past thirty-six hours, including the origin of the macabre object hidden in his belongings. With a relentless female assassin trailing them through Florence, he and his resourceful doctor, Sienna Brooks, are forced to flee. Embarking on a harrowing journey, they must unravel a series of codes, which are the work of a brilliant scientist whose obsession with the end of the world is matched only by his passion for one of the most influential masterpieces ever written, Dante Alighieri's The Inferno. , ,Dan Brown has raised the bar yet again, combining classical Italian art, history, and literature with cutting-edge science in this sumptuously entertaining thriller.","Fiction,Thriller,Mystery,Thriller,Mystery Thriller,Suspense,Historical,Historical Fiction,Adventure,Novels,Mystery,Crime,Adult",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534070896l/17212231.jpg,385537859,463,3.86,37524,Inferno,493192
Kiera Cass,Hardcover,"The Selection began with thirty-five girls. Now with the group narrowed down to the six Elite, the competition to win Prince Maxon's heart is fiercer than everâ€”and America is still struggling to decide where her heart truly lies. Is it with Maxon, who could make her life a fairy tale? Or with her first love, Aspen?,America is desperate for more time. But the rest of the Elite know exactly what they wantâ€”and America's chance to choose is about to slip away.","Young Adult,Romance,Science Fiction,Dystopia,Fantasy,Fiction,Science Fiction,Audiobook,Young Adult,Teen,Womens Fiction,Chick Lit,Young Adult,Young Adult Romance",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391454595l/16248068.jpg,62059963,336,4.01,31727,The Elite,491239
Cassandra Clare,Hardcover,"In the magical underworld of Victorian London, Tessa Gray has at last found safety with the Shadowhunters. But that safety proves fleeting when rogue forces in the Clave plot to see her protector, Charlotte, replaced as head of the Institute. If Charlotte loses her position, Tessa will be out on the streetâ€”and easy prey for the mysterious Magister, who wants to use Tessaâ€™s powers for his own dark ends.,With the help of the handsome, self-destructive Will and the fiercely devoted Jem, Tessa discovers that the Magisterâ€™s war on the Shadowhunters is deeply personal. He blames them for a long-ago tragedy that shattered his life. To unravel the secrets of the past, the trio journeys from mist-shrouded Yorkshire to a manor house that holds untold horrors, from the slums of London to an enchanted ballroom where Tessa discovers that the truth of her parentage is more sinister than she had imagined. When they encounter a clockwork demon bearing a warning for Will, they realize that the Magister himself knows their every moveâ€”and that one of their own has betrayed them.,Tessa finds her heart drawn more and more to Jem, but her longing for Will, despite his dark moods, continues to unsettle her. But something is changing in Willâ€”the wall he has built around himself is crumbling. Could finding the Magister free Will from his secrets and give Tessa the answers about who she is and what she was born to do?,As their dangerous search for the Magister and the truth leads the friends into peril, Tessa learns that when love and lies are mixed, they can corrupt even the purest heart.","Fantasy,Young Adult,Romance,Fantasy,Paranormal,Science Fiction,Steampunk,Historical,Historical Fiction,Fantasy,Urban Fantasy,Fiction,Paranormal,Angels,Paranormal,Vampires",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477747l/10025305.jpg,1416975888,498,4.42,25060,Clockwork Prince,476789
Graeme Simsion,Hardcover,"An international sensation, this hilarious, feel-good novel is narrated by an oddly charming and socially challenged genetics professor on an unusual quest: to find out if he is capable of true love.,Don Tillman, professor of genetics, has never been on a second date. He is a man who can count all his friends on the fingers of one hand, whose lifelong difficulty with social rituals has convinced him that he is simply not wired for romance. So when an acquaintance informs him that he would make a â€œwonderfulâ€ husband, his first reaction is shock. Yet he must concede to the statistical probability that there is someone for everyone, and he embarks upon The Wife Project. In the orderly, evidence-based manner with which he approaches all things, Don sets out to find the perfect partner. She will be punctual and logicalâ€”most definitely not a barmaid, a smoker, a drinker, or a late-arriver.,Yet Rosie Jarman is all these things. She is also beguiling, fiery, intelligentâ€”and on a quest of her own. She is looking for her biological father, a search that a certain DNA expert might be able to help her with. Don's Wife Project takes a back burner to the Father Project and an unlikely relationship blooms, forcing the scientifically minded geneticist to confront the spontaneous whirlwind that is Rosieâ€”and the realization that love is not always what looks good on paper.,The Rosie Project, is a moving and hilarious novel for anyone who has ever tenaciously gone after life or love in the face of overwhelming challenges.","Fiction,Romance,Contemporary,Humor,Womens Fiction,Chick Lit,Adult,Adult Fiction,Audiobook,Book Club,Cultural,Australia",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371651741l/16181775.jpg,1476729085,295,4.02,41360,The Rosie Project,476209
